code,lat,lon,name,"Наименование
товара",,,,,,,
A695KDM005A,"56,1651918","43,8709444",НБ Кудьминская,бензин (АИ-95-К5),,,,,,,
A695KGY005A,"62,2775258","74,5171619",НБ Когалым,бензин (АИ-95-К5),,,,,,,
A695KHC005A,"54,2448966","101,6526401",Харикский цех,бензин (АИ-95-К5),,,,,,,
A695KIT025A,"59,4785534","32,0475476",КИНЕФ,бензин (АИ-95-К5),,,,,,,
A695KKU005A,"51,6457772","36,1221136",НБ Курская,бензин (АИ-95-К5),,,,,,,
A695KLT005A,"51,7255666","103,7116355",Култукский цех,бензин (АИ-95-К5),,,,,,,
A695KMB010A,"54,4265851","56,3371581",НБ Карламанская,бензин (АИ-95-К5),,,,,,,
A695KML005A,"64,0338854","34,2387539",НБ Кочкомская,бензин (АИ-95-К5),,,,,,,
A695KNC005A,"52,7381562","32,2385958",НБ Клинцовская,бензин (АИ-95-К5),,,,,,,
A695KPF025A,"55,0041604","57,9858277",НБ Кропачево,бензин (АИ-95-К5),,,,,,,
A695KSC005A,"52,6062328","39,3939727",НБ Косыревская,бензин (АИ-95-К5),,,,,,,
A695KTF005A,"61,2803892","46,6709731",НБ Котласская,бензин (АИ-95-К5),,,,,,,
A695KYI005A,"67,622147","33,6799757",НБ Кировская,бензин (АИ-95-К5),,,,,,,
A695KYZ005A,"53,1215079","50,0555803",НБ Кряжская,бензин (АИ-95-К5),,,,,,,
A695LHI005A,"48,1456763","40,1632839",НБ Лиховская,бензин (АИ-95-К5),,,,,,,
A695LIR005A,"54,5795687","39,7210472",НБ Лидер,бензин (АИ-95-К5),,,,,,,
A695LOI010A,"56,9299048","60,783557",НБ Лосиная,бензин (АИ-95-К5),,,,,,,
A695LSS005A,"51,0098965","39,4196302",Лискинский цех,бензин (АИ-95-К5),,,,,,,
A695LTN025A,"51,6553903","38,8973606",НБ Латная,бензин (АИ-95-К5),,,,,,,
A695LUN005A,"54,6864147","20,1578485",Комплексный нефтяной терминал (г. Светлый),бензин (АИ-95-К5),,,,,,,
A695LUV005A,"54,9771643","39,0472538",НБ Луховицкая,бензин (АИ-95-К5),,,,,,,
A695LVI025A,"52,4443226","37,5780414",НБ Ливенская,бензин (АИ-95-К5),,,,,,,
A695MEO005A,"64,9089948","76,8042868",БП Мегион-150,бензин (АИ-95-К5),,,,,,,
A695MID005A,"44,211675","43,1238527",БП Минеральные воды,бензин (АИ-95-К5),,,,,,,
A695MIE005A,"48,9189592","40,3752258",НБ Миллеровская,бензин (АИ-95-К5),,,,,,,
A695MOB005A,"55,8439994","38,4295043",БП Московская область Северо-Восток,бензин (АИ-95-К5),,,,,,,
A695MOL005A,"54,6940627","36,0217",БП Московская область Юго-Запад,бензин (АИ-95-К5),,,,,,,
A695MTI005A,"55,9280874","37,7612401",НБ г. Мытищи,бензин (АИ-95-К5),,,,,,,
A695MUE010A,"55,0384269","58,5542369",НБ Мурсалимкинская,бензин (АИ-95-К5),,,,,,,
A695MUU005A,"69,0037605","33,1346371",НБ Мурманская,бензин (АИ-95-К5),,,,,,,
A695NBK005A,"55,4544138","65,3653484",Нефтебаза в г. Курган,бензин (АИ-95-К5),,,,,,,
A695NBS005A,"56,0867827","63,6293744",Нефтебаза в г. Шадринск,бензин (АИ-95-К5),,,,,,,
A695NEH005A,"45,1115594","41,9702613",Нефтегазохранилище х. Вязники,бензин (АИ-95-К5),,,,,,,
A695NEM005A,"59,9792217","31,0257924",НБ рп. им. Морозова,бензин (АИ-95-К5),,,,,,,
A695NEP005A,"59,879886","31,776062",НБ Щербинская,бензин (АИ-95-К5),,,,,,,
A695NFE005A,"55,0101759","82,7837454",НБ Энергия топлива,бензин (АИ-95-К5),,,,,,,
A695NFS005A,"52,0215212","113,2911351",НБ Сибавиа ТЭК,бензин (АИ-95-К5),,,,,,,
A695NFT005A,"47,2470135","39,5870028",НБ Ростовская,бензин (АИ-95-К5),,,,,,,
A695NFV005A,"57,5693298","34,7332051",НБ Нефтехимснаб,бензин (АИ-95-К5),,,,,,,
A695NGR005A,"56,0490935","37,9933818",НС Нагорная,бензин (АИ-95-К5),,,,,,,
A695NIC005A,"54,8809038","99,0546633",Нижнеудинский цех,бензин (АИ-95-К5),,,,,,,
A695NRF005A,"55,3799933","36,7582429",НБ г. Наро-Фоминск,бензин (АИ-95-К5),,,,,,,
A695NRT025A,"57,0945506","65,6694121",НБ Никифор,бензин (АИ-95-К5),,,,,,,
A695NTA025A,"45,1270263","41,9770258",НБ Нафта,бензин (АИ-95-К5),,,,,,,
A695NTE005A,"55,4146782","37,4959024",НБ г. Климовск,бензин (АИ-95-К5),,,,,,,
A695NTO005A,"56,2847183","62,5997597",НБ Нефтепром,бензин (АИ-95-К5),,,,,,,
A695NYU005A,"66,0184673","77,1095707",БП Новый Уренгой-25,бензин (АИ-95-К5),,,,,,,
A695OKA005A,"54,9130995","37,4643813",НБ ОКА-ЦЕНТР Нефтепродукт,бензин (АИ-95-К5),,,,,,,
A695OLN005A,"68,1404916","33,2705709",НБ Оленегорская,бензин (АИ-95-К5),,,,,,,
A695ONZ005A,"63,9190525","38,0837768",Онежский цех,бензин (АИ-95-К5),,,,,,,
A695ORB005A,"53,3235489","34,658168",БП Орел-Брянск,бензин (АИ-95-К5),,,,,,,
A695ORG005A,"53,0230936","36,1167742",НБ Орел,бензин (АИ-95-К5),,,,,,,
A695ORP005A,"48,0275931","39,8165323",НБ Орион,бензин (АИ-95-К5),,,,,,,
A695ORR010A,"51,7822431","55,0722813",НБ Оренбургская,бензин (АИ-95-К5),,,,,,,
A695ORY005A,"52,9636025","36,112595",НБ Орловская,бензин (АИ-95-К5),,,,,,,
A695OTA005A,"55,595062","51,907579",ТАИФ-НК,бензин (АИ-95-К5),,,,,,,
A695PDL005A,"55,4652448","37,5691021",НБ г. Подольск,бензин (АИ-95-К5),,,,,,,
A695PIP005A,"55,5665677","52,468755",НБ Приоритет,бензин (АИ-95-К5),,,,,,,
A695PMI025A,"53,2423105","50,2071721",НБ ПРОМИНВЕСТ,бензин (АИ-95-К5),,,,,,,
A695PNN005A,"53,2048888","45,0737199",НБ Пензенская,бензин (АИ-95-К5),,,,,,,
A695PSC005A,"56,3654136","92,0545155",НБ Песчанка,бензин (АИ-95-К5),,,,,,,
A695PSE005A,"51,9963697","81,8244813",НБ Поспелихинская,бензин (АИ-95-К5),,,,,,,
A695PSN005A,"57,8063841","28,427458",НБ Псковнефть-Терминал,бензин (АИ-95-К5),,,,,,,
A695PTD005A,"61,8223231","34,218165",НБ Петрозаводская,бензин (АИ-95-К5),,,,,,,
A695PUN005A,"57,5543","39,8111707",Пункт автоналива ЯНОС,бензин (АИ-95-К5),,,,,,,
A695PVL005A,"53,5024698","83,841149",НБ Повалихинская,бензин (АИ-95-К5),,,,,,,
A695RAA010A,"54,0656752","54,9325597",НБ Раевская,бензин (АИ-95-К5),,,,,,,
A695RCC005A,"59,9980746","30,4448337",НБ Ручьи,бензин (АИ-95-К5),,,,,,,
A695REN025A,"55,8539882","43,9010014",НБ РЕНЕКО-С,бензин (АИ-95-К5),,,,,,,
A695RNN005A,"43,3175388","45,050977",НБ г. Сунжа (Респ. Ингушетия),бензин (АИ-95-К5),,,,,,,
A695RNV005A,"56,8045806","35,9817242",НБ г. Тверь,бензин (АИ-95-К5),,,,,,,
A695ROD005A,"47,0978166","39,426326",БП Ростов-на-Дону,бензин (АИ-95-К5),,,,,,,
A695ROR005A,"54,9256124","37,4359379",НБ Серпуховская,бензин (АИ-95-К5),,,,,,,
A695RPS005A,"45,0022","41,1328",РП Сибнефтеиндустрия,бензин (АИ-95-К5),,,,,,,
A695RSN005A,"45,8548161","40,1257418",БП Краснодар,бензин (АИ-95-К5),,,,,,,
A695RUA005A,"54,0715414","44,9264013",НБ Рузаевская,бензин (АИ-95-К5),,,,,,,
A695SDB025A,"54,2331909","45,1890341",НБ СОЛИД-БУНКЕР,бензин (АИ-95-К5),,,,,,,
A695SDS025A,"54,813487","31,9868504",НБ Солид-Смоленск,бензин (АИ-95-К5),,,,,,,
A695SDV005A,"64,5811742","39,8688371",НБ Северодвинская,бензин (АИ-95-К5),,,,,,,
A695SGH025A,"62,129277","65,3745138",НБ САГАС,бензин (АИ-95-К5),,,,,,,
A695SIM010A,"51,8126167","59,7713624",НБ Шильдинская,бензин (АИ-95-К5),,,,,,,
A695SIP010A,"52,7133586","58,6681358",НБ Сибайская,бензин (АИ-95-К5),,,,,,,
A695SLM010A,"53,3833641","55,90545",НБ Салаватская,бензин (АИ-95-К5),,,,,,,
A695SLN005A,"56,0526129","37,1523485",НС Солнечногорская,бензин (АИ-95-К5),,,,,,,
A695SLS005A,"46,4630997","41,5334371",НБ Сальская,бензин (АИ-95-К5),,,,,,,
A695SMK005A,"54,6547016","32,1847961",НБ Смоленская,бензин (АИ-95-К5),,,,,,,
A695SMP025A,"61,2651385","73,2433785",НБ СТХ,бензин (АИ-95-К5),,,,,,,
A695SNR005A,"45,1005857","41,9580573",БП Санкт-Петербург-150,бензин (АИ-95-К5),,,,,,,
A695SPO005A,"45,0138229","41,123315",БП Ставрополь,бензин (АИ-95-К5),,,,,,,
A695SRZ025A,"54,9296173","83,1380541",НБ СТРЕЖТРАНССЕРВИС,бензин (АИ-95-К5),,,,,,,
A695SVB005A,"55,646317","109,3528967",НБ Северобайкальская,бензин (АИ-95-К5),,,,,,,
A695SVS005A,"51,4242504","45,9605991",НБ Увекская,бензин (АИ-95-К5),,,,,,,
A695SVZ005A,"55,8377148","48,5413606",НБ Связь-Петролеум,бензин (АИ-95-К5),,,,,,,
A695SYC005A,"53,177549","48,5569431",НБ Сызранская,бензин (АИ-95-К5),,,,,,,
A695SZE005A,"60,7380977","77,544569",Стрежевской НПЗ,бензин (АИ-95-К5),,,,,,,
A695TEZ025A,"43,0593496","44,712463",НБ Терминал,бензин (АИ-95-К5),,,,,,,
A695TIS005A,"55,9487439","97,9959766",Тайшетский ТПУ Нижнеудинского цеха,бензин (АИ-95-К5),,,,,,,
A695TMB005A,"52,6833083","41,4581817",НБ Тамбовская,бензин (АИ-95-К5),,,,,,,
A695TMO005A,"56,5555945","84,9227979",НБ Томская перевалочная,бензин (АИ-95-К5),,,,,,,
A695TNR005A,"56,0325932","92,7878671",НБ Трансреал,бензин (АИ-95-К5),,,,,,,
A695TNZ005A,"56,1877086","42,7788859",НБ Транзит-Сервис,бензин (АИ-95-К5),,,,,,,
A695TPK005A,"56,117544","47,3125767",НБ Волганефтьхолдинг,бензин (АИ-95-К5),,,,,,,
A695TUK005A,"54,5968863","100,5319687",Тулунский цех,бензин (АИ-95-К5),,,,,,,
A695UEN025A,"66,0954923","76,6734614",НБ Уренгойтехинком-сервис,бензин (АИ-95-К5),,,,,,,
A695UFS010A,"54,8619244","56,113541",НБ Уфимская,бензин (АИ-95-К5),,,,,,,
A695UKK005A,"52,570442","39,492598",БП Курск,бензин (АИ-95-К5),,,,,,,
A695ULD005A,"51,860508","107,550359",НБ Улан-Удэнская,бензин (АИ-95-К5),,,,,,,
A695ULS005A,"54,2450467","48,3296602",НБ г. Ульяновск,бензин (АИ-95-К5),,,,,,,
A695URT005A,"61,2835729","73,2066849",БП Сургут-25,бензин (АИ-95-К5),,,,,,,
A695VAC005A,"43,0757531","44,687552",НБ Владикавказ,бензин (АИ-95-К5),,,,,,,
A695VDK005A,"43,0593496","44,712463",Владикавказский цех,бензин (АИ-95-К5),,,,,,,
A695VDR005A,"56,1501632","38,8485985",БП Владимирская область,бензин (АИ-95-К5),,,,,,,
A695VGB005A,"48,8467022","44,53477",БП Волгоград,бензин (АИ-95-К5),,,,,,,
A695VGD005A,"42,1431886","47,0949799",БП Волгодонск,бензин (АИ-95-К5),,,,,,,
A695VGH025A,"55,3698127","65,8226132",НБ Варгашинская,бензин (АИ-95-К5),,,,,,,
A695VGZ005A,"48,8359972","44,5816633",НБ Волгоградская,бензин (АИ-95-К5),,,,,,,
A695VIK005A,"56,1273076","101,1393321",Вихоревский цех,бензин (АИ-95-К5),,,,,,,
A695VLD005A,"55,4866265","37,9730438",ЛПДС Володарская,бензин (АИ-95-К5),,,,,,,
A695VRL005A,"52,6062328","39,3939727",БП Воронеж-Липецк,бензин (АИ-95-К5),,,,,,,
A695VRZ005A,"51,6479059","39,3050031",Воронежский цех,бензин (АИ-95-К5),,,,,,,
A695VSY005A,"61,0680683","42,0648534",НБ Вельская,бензин (АИ-95-К5),,,,,,,
A695YGT025A,"47,1122","39,4233",НБ Юг-Терминал,бензин (АИ-95-К5),,,,,,,
A695YNK005A,"45,0138229","41,123315",НПНБ ЮНК,бензин (АИ-95-К5),,,,,,,
A695YRC005A,"55,0707612","32,6648438",НБ Ярцевская,бензин (АИ-95-К5),,,,,,,
A695ZAZ010A,"56,8719743","53,4479603",НБ Завьяловская,бензин (АИ-95-К5),,,,,,,
A695ZHL005A,"52,3484486","104,2708274",Жилкинский цех,бензин (АИ-95-К5),,,,,,,
A695ZNT025A,"45,229123","38,1294432",Славянск ЭКО,бензин (АИ-95-К5),,,,,,,
A695ZPA005A,"54,7002581","20,4435594",НБ Западная,бензин (АИ-95-К5),,,,,,,
A695ZVZ005A,"56,294629","38,136468",НБ СОЮЗ,бензин (АИ-95-К5),,,,,,,
A698CUU025A,"55,6686860","52,1920370",НБ Чулман-Транс,бензин (АИ-98-К5),,,,,,,
A698KIT025A,"59,4785534","32,0475476",КИНЕФ,бензин (АИ-98-К5),,,,,,,
A698PIP005A,"55,5665677","52,468755",НБ Приоритет,бензин (АИ-98-К5),,,,,,,
A698REN025A,"55,8539882","43,9010014",НБ РЕНЕКО-С,бензин (АИ-98-К5),,,,,,,
A698SDB025A,"54,2331909","45,1890341",НБ СОЛИД-БУНКЕР,бензин (АИ-98-К5),,,,,,,
A698SDS025A,"54,813487","31,9868504",НБ Солид-Смоленск,бензин (АИ-98-К5),,,,,,,
A698ZNT025A,"45,229123","38,1294432",Славянск ЭКО,бензин (АИ-98-К5),,,,,,,
A925ENU025A,"54,8894038","51,9841041",Елховский НПЗ,бензин Регуляр-92 (АИ-92-К5),,,,,,,
A925FEO005A,"45,0654539","35,3946368",НБ Феодосийская,бензин Регуляр-92 (АИ-92-К5),,,,,,,
A925KIT025A,"59,4785534","32,0475476",КИНЕФ,бензин Регуляр-92 (АИ-92-К5),,,,,,,
A925PEG005A,"59,8836349","29,8349103",НБ Петергофская,бензин Регуляр-92 (АИ-92-К5),,,,,,,
A925SHF025A,"55,668686","52,192037",НБ ШУМ,бензин Регуляр-92 (АИ-92-К5),,,,,,,
A926CUU005A,"55,6686860","52,1920370",НБ Чулман-Транс,"бензин (АИ-92-К5) ""EURO-6""",,,,,,,
A926NPT005A,"55,605631","51,961132",ТАНЕКО,"бензин (АИ-92-К5) ""EURO-6""",,,,,,,
A953MUU005A,"69,0037605","33,1346371",НБ Мурманская,бензин Премиум ЕВРО-95 (АИ-95-К5),,,,,,,
A953OLN005A,"68,1404916","33,2705709",НБ Оленегорская,бензин Премиум ЕВРО-95 (АИ-95-К5),,,,,,,
A953TVR025A,"56,8013605","35,9978457",НБ Тверская,бензин Премиум ЕВРО-95 (АИ-95-К5),,,,,,,
A956CUU005A,"55,6686860","52,1920370",НБ Чулман-Транс,"бензин (АИ-95-К5) ""EURO-6""",,,,,,,
A956NPT005A,"55,605631","51,961132",ТАНЕКО,"бензин (АИ-95-К5) ""EURO-6""",,,,,,,
A986CUU025A,"55,6686860","52,1920370",НБ Чулман-Транс,"бензин (АИ-98-К5) ""EURO-6""",,,,,,,
A986NPT005A,"55,605631","51,961132",ТАНЕКО,"бензин (АИ-98-К5) ""EURO-6""",,,,,,,
AIE6CEF005A,"44,8428466","37,6622349",НБ Черноморская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6KDK005A,"45,2491642","39,0092506",НБ Краснодарская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6KMV005A,"54,8841159","41,354487",НБ Касимовская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6KZK005A,"54,5420704","36,3212937",Калужский производственный цех,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6LUD005A,"53,8567855","34,4549114",НБ Людиновская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6MOL005A,"54,6940627","36,0217",БП Московская область Юго-Запад,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6MTI005A,"55,9280874","37,7612401",НБ г. Мытищи,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6NRF005A,"55,3799933","36,7582429",НБ г. Наро-Фоминск,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6NTE005A,"55,4146782","37,4959024",НБ г. Климовск,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6NVM005A,"54,0005277","38,2416373",НБ Новомосковская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6PDL005A,"55,4652448","37,5691021",НБ г. Подольск,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6PTK005A,"45,2385852","38,147987",НБ Протокская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6RYR005A,"53,7086741","40,1067401",НБ Ряжская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6RYY005A,"54,5795687","39,7210472",Рязанская НПК (СННА),"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6SCI005A,"43,4342526","39,9340751",НБ Адлерская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6SEF005A,"46,3266896","39,3809007",НБ Уманская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6TIC005A,"45,8548161","40,1257418",НБ Тихорецкая,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6TIV005A,"45,6130849","38,9862155",НБ Тимашевская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
AIE6TLU005A,"54,2114639","37,6337708",НБ Тульская,"бензин (АИ-95-К5) ""Евро 6""",,,,,,,
DA54AKT025A,"53,260136","83,4772862",НБ АНК-2,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54AML025A,"66,0389090","77,0180220",НБ ЯмалЭкоСервис,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54ANL025A,"52,5243393","103,9018875",НБ БУЭК-Ангарск,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54ETI025A,"55,489335","65,371607",НБ Этиламин,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54FIA005A,"56,802887","105,8880422",Усть-Кутский цех,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54HAZ025A,"55,626299","37,298617",БП Хаб Москва-Запад,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54IAL025A,"65,9167537","78,1844652",НБ МИАЛ,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54INF025A,"61,2835729","73,2066849",НБ Информат,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54INR005A,"52,5402","103,8861",Склад ГСМ Интэк Строй,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54NPT025A,"55,605631","51,961132",ТАНЕКО,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54NTO005A,"56,2847183","62,5997597",НБ Нефтепром,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54PBC025A,"54,3010417","83,328776",НБ Черепаново,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54RER005A,"55,6847981","37,9819785",НБ РЕСУРС,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54ROR005A,"54,9256124","37,4359379",НБ Серпуховская,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54RPS005A,"45,0022","41,1328",РП Сибнефтеиндустрия,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54SGH025A,"62,129277","65,3745138",НБ САГАС,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54SMP025A,"61,2651385","73,2433785",НБ СТХ,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54UEN025A,"66,0954923","76,6734614",НБ Уренгойтехинком-сервис,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DA54VGH025A,"55,3698127","65,8226132",НБ Варгашинская,ДТ ЕВРО класс 4 (ДТ-А-К5) минус 44,,,,,,,
DAI5AVM005A,"50,6357821","137,0776457",Комсомольский НПЗ (СН),ДТ (ДТ-А-К5) минус 45,,,,,,,
DAI6AVM005A,"50,6357821","137,0776457",Комсомольский НПЗ (СН),ДТ (ДТ-А-К5) минус 50,,,,,,,
DE05ASG005A,"46,4082467","48,1305043",НБ Астрахань,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05ASR005A,"46,3586008","48,0569482",БП Астрахань,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05HAZ025A,"55,626299","37,298617",БП Хаб Москва-Запад,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05MOB005A,"55,8439994","38,4295043",БП Московская область Северо-Восток,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05ORG005A,"53,0230936","36,1167742",НБ Орел,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05ROD005A,"47,0978166","39,426326",БП Ростов-на-Дону,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05RSN005A,"45,8548161","40,1257418",БП Краснодар,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05SPO005A,"45,0138229","41,123315",БП Ставрополь,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05SVZ005A,"55,8377148","48,5413606",НБ Связь-Петролеум,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05UKK005A,"52,570442","39,492598",БП Курск,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05VDA005A,"56,058633","40,4938741",БП Владикавказ,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05VGB005A,"48,8467022","44,53477",БП Волгоград,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE05VRL005A,"52,6062328","39,3939727",БП Воронеж-Липецк,ДТ ЕВРО класс 0 (ДТ-З-К5) минус 20,,,,,,,
DE13ENU025A,"54,8894038","51,9841041",Елховский НПЗ,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE13MOB005A,"55,8439994","38,4295043",БП Московская область Северо-Восток,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15AMK025A,"57,8839529","56,1652655",НБ Амкар-Сервис,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15AML025A,"66,0389090","77,0180220",НБ ЯмалЭкоСервис,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15ANC025A,"55,1727486","61,4168746",НБ Анкер,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15BLD005A,"50,5948714","36,6698203",НБ Белгородская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15BRF005A,"53,2338359","34,3512709",НБ Брянская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15BRG005A,"51,3592038","42,1020224",Борисоглебский цех,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15BSA005A,"51,5283208","43,1356942",НБ Балашовская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15CIY005A,"47,6433306","42,0860823",НБ Цимлянская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15ETI025A,"55,489335","65,371607",НБ Этиламин,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15FIS005A,"45,3396945","42,8264506",Светлоградский цех,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15FIV005A,"44,1613139","43,4699825",Георгиевский цех,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15GUB005A,"51,305942","37,3131291",НБ Губкинская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15HAM025A,"55,5033","37,9422",БП Хаб Москва-Восток,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15HAZ025A,"55,626299","37,298617",БП Хаб Москва-Запад,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15IAL025A,"65,9167537","78,1844652",НБ МИАЛ,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15INF025A,"61,2835729","73,2066849",НБ Информат,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15INR005A,"52,5402","103,8861",Склад ГСМ Интэк Строй,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15JEF005A,"51,4192511","45,9521768",НБ Энгельcская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KCV005A,"50,4228805","40,9710353",Калачеевский цех,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KDM005A,"56,1651918","43,8709444",НБ Кудьминская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KGY005A,"62,2775258","74,5171619",НБ Когалым,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KKU005A,"51,6457772","36,1221136",НБ Курская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KMV005A,"54,8841159","41,354487",НБ Касимовская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KSC005A,"52,6062328","39,3939727",НБ Косыревская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KYZ005A,"53,1215079","50,0555803",НБ Кряжская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15KZK005A,"54,5420704","36,3212937",Калужский производственный цех,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15LHI005A,"48,1456763","40,1632839",НБ Лиховская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15LSS005A,"51,0098965","39,4196302",Лискинский цех,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15LUD005A,"53,8567855","34,4549114",НБ Людиновская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15MIE005A,"48,9189592","40,3752258",НБ Миллеровская,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15MOB005A,"55,8439994","38,4295043",БП Московская область Северо-Восток,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15MOL005A,"54,6940627","36,0217",БП Московская область Юго-Запад,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15MTI005A,"55,9280874","37,7612401",НБ г. Мытищи,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
DE15NEH005A,"45,1115594","41,9702613",Нефтегазохранилище х. Вязники,ДТ ЕВРО класс 1 (ДТ-З-К5) минус 26,,,,,,,
